,feature_name,marker_definition,parent_population,betas,p_1
2586,P3:3953,161+R6+R10+XR3+,CD4/Naive,0.0,0.948114
2587,P3:6189,PD1+R4+R6-R10+XR3-XR5+,CD8/Memory,-0.0,0.569527
2588,P1:2859,57+95+244+RA-,CD4,0.0,0.455404
2589,P7 Mono:4217,11c+16-123+274+,Monocytes,-0.0,0.0549576
2590,P4:494,CD2+314+158b-R7-,16+56-,0.0,0.523563
2591,P2:6565,25+38+39-73+DR+RO+,CD4,0.0,0.548263
2592,P1:10452,28-57-,CD8,-0.0,0.607155
2593,P5 gd:615,28+R5+,CD3 T/VD1,0.0,0.894048
2594,P7 Mono:4768,11c-16-32-64+123-274-DR+,Monocytes,-0.0,0.512656
2595,P2:22016,25+38+73-127-DR-PD1-,DPT,-0.0,0.0333989
2596,P4:715,CD2+314-R7-,16+56-,-0.0,0.0218981
2597,P3:7111,161-R4+R10+XR5-,CD8/Naive,-0.0,0.514629
2598,P2:219,25-38-39+73-127+DR-PD1-RO-,CD4,-0.0,0.0972249
2599,P4:3343,CD2-314-334+337+158a+158b-,16+56,0.0,0.971791
2600,P2:22671,25-38+39+73-127+DR+PD1-,DPT,-0.0,0.0336092
2601,P2:9736,25+39+73-PD1-,CD8,-0.0,0.214187
2602,P2:23160,25-38-39-127+,DPT,0.0,0.0705139
2603,P1:13372,27+28-31-95+244+RA+,CD8,-0.0,0.865775
2604,P2:23837,25+38-39-73+PD1+,DPT,0.0,0.835566
2605,P2:9362,38-39+127+DR+PD1+RO-,CD8,-0.0,0.488982
2606,P1:914,27-28-31+57+95+127+244-RA-,CD8,-0.0,0.800295
2607,P1:24975,28+127-RA+,DPT,0.0,0.661761
2608,P2:20652,25+38-39+127-DR-RO-,DPT,-0.0,0.111623
2609,P2:24010,73+127-DR+PD1+,DPT,0.0,0.630954
2610,P3:6386,161-PD1+R6+XR5+,CD8/Memory,0.0,0.639453
2611,P2:8359,RO-,CD8,0.0,0.245818
2612,P2:26015,25+38+39-73+127+PD1+RO+,DPT,0.0,0.497149
2613,P1:23882,27+28-31+57-95+244+,DPT,0.0,0.675849
2614,P1:7590,31+95-244-RA-,CD8,0.0,0.51066
2615,P2:21730,25+39+73-127+PD1+RO-,DPT,-0.0,0.144306
2616,P2:7139,38-39-127-DR+PD1+RO+,CD4,0.0,0.424297
2617,P4:4913,314-158a+R7-,56+16-,0.0,0.529665
2618,P2:25498,25+38+39+73+DR+RO+,DPT,0.0,0.548492
2619,P1:4783,28+31+57+95+127-244+,CD4,-0.0,0.340993
2620,P7 Mono:5540,11c-32+DR+,Monocytes,-0.0,0.235702
2621,P7:154,274+,14-/11c+ (nodim)/XPres,-0.0,0.539147
2622,P2:26026,38-39+73+127+PD1+RO+,DPT,0.0,0.650376
2623,P5 gd:2032,RA+R5-R7+,Vg9+/Vd2Low,-0.0,0.0933163
2624,P2:25166,25-38-39+73+127-RO+,DPT,-0.0,0.266852
2625,P1:9939,28-57+95-127+244-,CD8,-0.0,0.270992
2626,P4:1745,CD2+314-334+158a+158b+,16+56-,-0.0,0.288728
2627,P3:7891,161+R4+R10-XR3+,CD8/Naive,-0.0,0.363424
2628,P1:13620,28+31-57+95+127+244+RA+,CD8,0.0,0.360192
2629,P1:9902,27-28-31-95-127+244-,CD8,-0.0,0.894222
2630,P7 Mono:6512,11c-32+64-123+141+274+DR+,Monocytes,-0.0,0.0523947
2631,P3:3881,161+R4+R6+XR3+,CD4/Naive,0.0,0.483215
2632,P1:2475,27+57+95-127-244+RA-,CD4,0.0,0.250327
2633,P1:7903,27-28-31-57+127+244-RA-,CD8,0.0,0.13283
2634,P3:6424,161+PD1+R4+R6-R10+XR5+,CD8/Memory,0.0,0.717536
2635,P4:512,CD2+314+334-337+158b-R7-,16+56-,-0.0,0.633124
2636,P4:5788,CD2+314+334+158b+,56+16-,-0.0,0.577584
2637,P1:845,27+28+31+57+95-127-244-RA-,CD8,-0.0,0.0776884
2638,P1:22172,27+28-57-95+127-244-,DPT,-0.0,0.813783
2639,P5 gd:1719,27+28-RA+R5+R7-,Vg9+/Vd2Low,-0.0,0.50806
2640,P1:8986,27-28+31+95-244+RA-,CD8,0.0,0.419251
2641,P1:532,27-28-31+57-95-127+244+RA+,CD8,-0.0,0.457246
2642,P2:21236,38-73+DR+RO-,DPT,-0.0,0.556674
2643,P3:7999,161+R4+R6+XR3+,CD8/Naive,-0.0,0.110838
2644,P1:12603,27+28-RA+,CD8,-0.0,0.834299
2645,P3:1901,161-R4+R6+R10+XR3+,CD4/Memory,0.0,0.19063
2646,P2:21086,39+73+127+RO-,DPT,0.0,0.805503
2647,P1:12137,27-28+127+244-RA+,CD8,0.0,0.711775
2648,P1:13193,27-57-95-244+RA+,CD8,-0.0,0.228916
2649,P1:25742,31+57-95+127-244+RA+,DPT,-0.0,0.198243
2650,P1:22239,27-28+31+57+95+127-244-,DPT,-0.0,0.0896736
2651,P3:7489,161+PD1+R4+XR3-,CD8/Naive,-0.0,0.0428003
2652,P2:23692,38-39+73+127+DR-PD1+,DPT,0.0,0.466257
2653,P1:23363,27+57+127+,DPT,-0.0,0.129668
2654,P2:458,25+38+39-73+127+DR-PD1+RO-,DPT,0.0,0.331319
2655,P2:704,25-38+39-73+127-DR+PD1-RO+,CD8,0.0,0.456885
2656,P7 Mono:4262,11c+16-32-64-123-141+274+,Monocytes,-0.0,0.0474508
2657,P4:4396,CD2-158b+R7+,16+56,-0.0,0.315991
2658,P2:21122,39-127-DR+RO-,DPT,0.0,0.488108
2659,P1:1733,28+95-127-RA-,CD4,0.0,0.741722
2660,P1:3996,27-31+57-95+127-,CD4,-0.0,0.0634139
2661,P5 gd:547,8+27+28-RA+,CD3 T/VD1,0.0,0.624032
2662,P1:426,27+28+31-57-95-127-244+RA-,DPT,-0.0,0.566181
2663,P4:3949,314-334+158b-R7+,16+56,-0.0,0.567816
2664,P2:8997,25+38+39-73+127-PD1+RO-,CD8,0.0,0.291196
2665,P1:25896,27-28+31+57-244+RA+,DPT,0.0,0.663423
2666,P4:3476,314+,16+56,0.0,0.198426
2667,P7 Mono:2853,11c-16+32+123-141+274-,Monocytes,-0.0,0.414567
2668,P2:21603,39-73+127-PD1+RO-,DPT,0.0,0.420763
2669,P4:6003,CD2+158b-R7+,56+16-,0.0,0.00194281
2670,P2:26085,25-38-73+127-DR+PD1+RO+,DPT,0.0,0.835566
2671,P1:25480,27+28+31-57+127+RA+,DPT,-0.0,0.385759
2672,P2:26151,38+39+DR+PD1+RO+,DPT,-0.0,0.0760484
2673,P2:366,25+38+39+73+127-DR-PD1-RO-,DPT,-0.0,0.52506
2674,P2:12738,25+38-73-127-DR+RO+,CD8,0.0,0.464547
2675,P2:288,25+38-39+73+127-DR+PD1-RO+,DPT,-0.0,0.347776
2676,P7:94,32+64+,11c+ (nodim)/1c-/16-,-0.0,0.552716
2677,P2:21823,38+127-DR+PD1+RO-,DPT,-0.0,0.296705
2678,P2:10774,25+38+39-73-127+DR+,CD8,-0.0,0.0226758
2679,P4:996,CD2-314+337-158a+158b+R7-,16+56-,-0.0,0.350624
2680,P7 Mono:2217,11c+16-32+141+274+DR-,Monocytes,-0.0,0.473445
2681,P2:26163,38-73+DR+PD1+RO+,DPT,-0.0,0.622836
2682,P5 gd:1480,8-28-R5+R7+,Vg9+/Vd2Hi,0.0,0.366204
2683,P1:7320,57+95+127+244+RA+,CD4,0.0,0.08268
2684,P3:8211,161+PD1+R4-R6+XR3-XR5+,CD8/Naive,-0.0,0.465971
2685,P3:7668,PD1+R6+R10-,CD8/Naive,-0.0,0.150836
2686,P4:3545,334-158a+,16+56,-0.0,0.802955
2687,P2:4999,38+39+127+PD1+,CD4,-0.0,0.344066
2688,P1:22030,31-95-127-244-,DPT,-0.0,0.146559
2689,P3:8312,161+PD1+R6-R10-XR5+,CD8/Naive,-0.0,0.479273
2690,P4:35,2-314-334-337-158a-158b+R7+,16+56-,-0.0,0.660505
2691,P1:22551,27-57+95-127+244-,DPT,-0.0,0.635127
2692,P2:21490,25+73-127+DR-PD1+RO-,DPT,-0.0,0.223981
2693,P1:10925,27-28+31+57+95-127-244+,CD8,0.0,0.649449
2694,P4:4754,158a-R7-,56+16-,-0.0,0.00804124
2695,P4:4442,314+334-337-158a+158b+R7+,16+56,-0.0,0.139023
2696,P3:5762,PD1+R4-R6+R10+,CD8/Memory,-0.0,0.438204
2697,P1:25803,27-57-95-244+RA+,DPT,0.0,0.570826
2698,P1:2570,27-28-57-95+127-244+RA-,CD4,-0.0,0.34255
2699,P5 gd:1513,RA+R5+R7+,Vg9+/Vd2Hi,0.0,0.261215
2700,P1:791,27-28+31+57-95-127+244+RA+,CD4,-0.0,0.799179
2701,P1:24281,27-31-127-244-RA+,DPT,0.0,0.70727
2702,P3:70,161-PD1-R4-R6+R10-XR3-XR5+,CD4/Naive,0.0,0.411288
2703,P1:25591,27-28+57-95-127-244+RA+,DPT,0.0,0.41651
2704,P2:24230,38+39+127-DR-PD1-RO+,DPT,-0.0,0.268234
2705,P1:13249,27+57+95-244+RA+,CD8,0.0,0.341972
2706,P1:12010,28+31-57+95+244-RA+,CD8,0.0,0.916514
2707,P3:7483,161+PD1-R4+XR3-,CD8/Naive,-0.0,0.345561
2708,P7 Mono:4269,11c-16-64-123-141+274+,Monocytes,-0.0,0.881737
2709,P4:939,CD2+314+334-158b+R7-,16+56-,0.0,0.0786072
2710,P1:6888,27-57-95-244+RA+,CD4,0.0,0.493254
2711,P1:7779,31+57+95+244-RA-,CD8,-0.0,0.0266705
2712,P1:981,27+28-31-57+95-127+244+RA-,CD8,-0.0,0.723933
2713,P1:23875,57-95+244+,DPT,0.0,0.661298
2714,P4:3262,CD2-314-334+337+158b-,16+56,0.0,0.837552
2715,P1:25162,27+57+95-RA+,DPT,-0.0,0.601731
2716,P3:7041,161+R4-R6+XR5-,CD8/Naive,-0.0,0.37776
2717,P7 Mono:86,11c-16+32-64-123+141-274+DR-,Monocytes,-0.0,0.918691
2718,P1:8298,27-28+31-57+95-RA-,CD8,0.0,0.902803
2719,P5 gd:64,8-27-28-RA-R5-R7+,Vg9+/Vd2Hi,0.0,0.477005
2720,P2:20030,38+39+73-DR-PD1-RO-,DPT,-0.0,0.716366
2721,P2:21559,25+73-127-PD1+RO-,DPT,-0.0,0.555953
2722,P1:21304,27-28+31+95+127+RA-,DPT,0.0,0.570241
2723,P5 gd:1910,8+RA-R5+,Vg9+/Vd2Low,0.0,0.426989
2724,P2:9372,39-73+127+DR+PD1+RO-,CD8,-0.0,0.0133512
2725,P1:21157,27-57+95-127+RA-,DPT,0.0,0.808042
2726,P1:632,27-28+31-57+95-127-244+RA+,DPT,-0.0,0.334576
2727,P5 gd:1322,8+RA-R5-R7+,Vg9+/Vd2Hi,-0.0,0.880257
2728,P3:7803,PD1+R10+,CD8/Naive,-0.0,0.488265
2729,P1:20928,27+28+31+57+95-RA-,DPT,0.0,0.250224
2730,P3:6590,PD1-R4+XR3+XR5+,CD8/Memory,0.0,0.616314
2731,P2:2973,25+38+39-DR+PD1+RO-,CD4,-0.0,0.462036
2732,P2:9114,25+38+73-127+PD1+RO-,CD8,-0.0,0.337796
2733,P1:8538,27-31-57+95-127+RA-,CD8,-0.0,0.99043
2734,P2:24512,38+39-PD1-RO+,DPT,-0.0,0.0574705
2735,P5 gd:650,8+28-RA-R5-R7+,CD3 T/VD1,0.0,0.209647
2736,P1:10096,27+31-57+95+127+244-,CD8,-0.0,0.164517
2737,P1:24261,28-57-127-244-RA+,DPT,0.0,0.802213
2738,P5 CD8:219,27-RA+R7+,CD8,-0.0,0.388926
2739,P2:3727,39+73+DR+PD1-,CD4,-0.0,0.774746
2740,P1:20216,27+28-57+95-244-RA-,DPT,-0.0,0.460762
2741,P1:20395,27-31-57-95-127+244-RA-,DPT,-0.0,0.238563
2742,P2:2680,25+39+127-PD1+RO-,CD4,-0.0,0.564864
2743,P1:8528,27+28-31+95-127+RA-,CD8,0.0,0.879271
2744,P1:24109,31-57-95+127+244+,DPT,0.0,0.58989
2745,P2:23091,25-,DPT,0.0,0.0284669
2746,P1:8985,27+31+95-244+RA-,CD8,-0.0,0.797696
2747,P3:5532,161+PD1-R4+R6+R10+XR3-,CD8/Memory,-0.0,0.757727
2748,P2:9680,25-39+127-PD1-,CD8,-0.0,0.0898211
2749,P3:8220,161+PD1+R6+XR3-XR5+,CD8/Naive,-0.0,0.773224
2750,P3:7265,161+PD1-R4-R6+XR3+XR5-,CD8/Naive,0.0,0.50844
2751,P5 gd:31,8-27-28-RA-R5-R7-,Vg9+/Vd2Low,-0.0,0.515186
2752,P2:25329,38-39+73+127+RO+,DPT,-0.0,0.0653743
2753,P5 CD8:80,27-RA-R5+R7-,CD8,-0.0,0.559553
2754,P4:515,CD2+314-337+158b-R7-,16+56-,0.0,0.734118
2755,P1:22225,28-57+95+127-244-,DPT,-0.0,0.937792
2756,P1:5014,57+95+244+,CD4,0.0,0.123527
2757,P2:8598,25-38-DR+RO-,CD8,0.0,0.12005
2758,P3:2762,PD1+R4+R10+XR3-XR5-,CD4/Naive,-0.0,0.0018447
2759,P1:37,27-28-31-57-95+127-244+RA+,CD8,0.0,0.653504
2760,P1:4818,27-28+31-95-244+,CD4,-0.0,0.558858
2761,P5 gd:13,8-27+28+RA-R5+R7-,Vg9+/Vd2Hi,-0.0,0.742823
2762,P1:991,27-28-31-57+95-127+244-RA-,CD8,0.0,0.631411
2763,P1:26079,27+28+31+95-127+244+RA+,DPT,0.0,0.270221
2764,P1:22170,27-28-57-95+127-244-,DPT,0.0,0.998058
2765,P4:6005,314+158b-R7+,56+16-,0.0,0.0269404
2766,P2:9087,25+38+73+PD1+RO-,CD8,-0.0,0.669125
2767,P2:24053,25+38-39-DR+PD1+,DPT,0.0,0.260833
2768,P2:21217,25-38-39+DR+RO-,DPT,-0.0,0.65746
2769,P1:24928,27+31+57+95-127-RA+,DPT,0.0,0.872753
2770,P1:20604,28+31+57+95+127+244-RA-,DPT,-0.0,0.0102785
2771,P3:6472,161+PD1-R4+R6+R10+XR5+,CD8/Memory,0.0,0.114566
2772,P1:383,27-28+31-57-95-127+244-RA-,CD4,0.0,0.189202
2773,P2:13476,38-73+127-DR+PD1+RO+,CD8,0.0,0.143578
2774,P1:230,27-28+31+57-95+127-244+RA-,DPT,0.0,0.309253
2775,P2:24671,25-127-DR+PD1-RO+,DPT,-0.0,0.309783
2776,P2:20894,38-39+127-RO-,DPT,0.0,0.648066
2777,P4:3152,314+158a-158b-,16+56,0.0,0.062507
2778,P1:3893,27+28+31+57+95-127-,CD4,-0.0,0.278247
2779,P2:9750,38-PD1-,CD8,-0.0,0.821836
2780,P3:274,161+PD1-R4-R6-R10-XR3+XR5+,CD8/Memory,-0.0,0.64943
2781,P3:7813,161+PD1+R4+R10+,CD8/Naive,0.0,0.71254
2782,P2:9356,127+DR+PD1+RO-,CD8,-0.0,0.41717
2783,P6:223,20-24-,B cells/CD10-/CD95+/IgA,-0.0,0.819454
2784,P1:9358,27-28+95+127+244+RA-,CD8,0.0,0.270377
2785,P1:21735,28-31-95+244+RA-,DPT,0.0,0.339899
2786,P1:20877,27+28-31-95-RA-,DPT,0.0,0.745037
2787,P2:11557,25+38+39-73+127+DR+PD1+,CD8,0.0,0.444275
2788,P2:21905,38+39+DR+PD1+RO-,DPT,-0.0,0.179006
2789,P1:4528,57+95+127+,CD4,0.0,0.175813
2790,P1:9693,28+31-57+95-244-,CD8,0.0,0.980007
2791,P5 gd:548,8-27-RA+,CD3 T/VD1,-0.0,0.989067
2792,P4:5369,CD2-158a+158b-,56+16-,0.0,0.677162
2793,P3:7921,161+PD1+R4+R6+R10-XR3+,CD8/Naive,-0.0,0.0985534
2794,P3:6018,161+PD1-R4+R6+R10+XR3+,CD8/Memory,0.0,0.402853
2795,P1:22442,27+28-95+244-,DPT,-0.0,0.0108449
2796,P1:8192,27+28+31-95+127-RA-,CD8,-0.0,0.193663
2797,P7 Mono:1035,11c+32-141-DR-,Monocytes,0.0,0.474233
2798,P2:6381,127+RO+,CD4,0.0,0.840414
2799,P2:26080,38-39-73+127-DR+PD1+RO+,DPT,0.0,0.3896
2800,P1:12231,57+95+127+244-RA+,CD8,-0.0,0.235677
2801,P3:7948,161+PD1+R4+R6-XR3+,CD8/Naive,-0.0,0.717454
2802,P2:882,25+38+39+73+127-DR-PD1+RO+,CD4,-0.0,0.671599
2803,P2:9056,PD1+RO-,CD8,-0.0,0.150312
2804,P5 CD8:57,27+RA-R7-,CD8,-0.0,0.272326
2805,P1:21964,27+28-95+127+244+RA-,DPT,0.0,0.759749
2806,P1:21094,27-31-57-95-127+RA-,DPT,-0.0,0.983383
2807,P4:6314,CD2+314+158a+R7+,56+16-,0.0,0.410856
2808,P2:9898,25+39+73-127-DR+PD1-,CD8,-0.0,0.26062
2809,P4:6269,CD2+314+334+337+R7+,56+16-,0.0,0.350741
2810,P2:21026,38+73-127+RO-,DPT,-0.0,0.356407
2811,P3:4092,PD1+R4-R6+XR3-XR5+,CD4/Naive,-0.0,0.477259
2812,P2:25551,38+39+127+DR+RO+,DPT,-0.0,0.279084
2813,P1:554,27-28+31-57+95+127-244-RA-,CD4,-0.0,0.784677
2814,P1:25419,28-31-57-127+RA+,DPT,0.0,0.709139
2815,P7 Mono:9,11c+16+32-64+123-141-274+DR+,Monocytes,-0.0,0.0258644
2816,P7 Mono:6502,11c-16-64-123+141+274+DR+,Monocytes,-0.0,0.251375
2817,P1:21309,27+28-31-57+95+127+RA-,DPT,0.0,0.0979725
2818,P3:1808,161-PD1-R6+XR3+,CD4/Memory,0.0,0.658785
2819,P7 Mono:87,11c+16-32+64-123+141-274-DR+,Monocytes,-0.0,0.413007
2820,P5 gd:310,27+28+R7-,CD3 T/VD1,0.0,0.02704
2821,P2:21212,DR+RO-,DPT,-0.0,0.569773
2822,P2:723,25-38-39+73+127+DR+PD1+RO+,CD8,-0.0,0.614474
2823,P4:1756,334-337+158a+158b+,16+56-,0.0,0.878782
2824,P2:10830,38-73+127+DR+,CD8,0.0,0.998749
2825,P4:4255,CD2+314+158a+R7+,16+56,-0.0,0.278245
2826,P7 Mono:5100,11c-16+32+64+141+274-DR+,Monocytes,-0.0,0.0519285
2827,P5 gd:1310,27+28+RA+R5+,Vg9+/Vd2Hi,-0.0,0.184664
2828,P1:25395,31-57+95-127+RA+,DPT,0.0,0.502517
2829,P3:5758,161-R4-R6+R10+,CD8/Memory,-0.0,0.278102
2830,P5 gd:932,8-27-RA-R7-,Vg9+/Vd2Hi,0.0,0.877552
2831,P2:9816,39+73-127+PD1-,CD8,-0.0,0.124108
2832,P2:7114,39+73+127+PD1+RO+,CD4,0.0,0.394115
2833,P2:21063,25+38+39+127+RO-,DPT,-0.0,0.810571
2834,P1:9934,27+31-57+95-127+244-,CD8,-0.0,0.171979
2835,P1:3545,27+28-31-57+95+244-,CD4,-0.0,0.0550057
2836,P2:9729,38+73-PD1-,CD8,-0.0,0.243564
2837,P2:22627,38+39-73+DR+PD1-,DPT,-0.0,0.627349
2838,P5 CD8:27,27-28+RA-R5+R7+,CD8,-0.0,0.763869
2839,P2:25544,25-38-39+127+DR+RO+,DPT,-0.0,0.332933
2840,P6:234,20+24-27+,B cells/CD10-/CD95+/IgA,-0.0,0.159856
2841,P5 gd:1859,8+27+,Vg9+/Vd2Low,-0.0,0.117034
2842,P1:9982,27+28+31+57-127+244-,CD8,0.0,0.482849
2843,P2:9830,25-38-127+PD1-,CD8,0.0,0.676075
2844,P4:5443,CD2+334-158a-,56+16-,0.0,0.07363
2845,P4:4029,CD2+314+334+158a+158b-R7+,16+56,-0.0,0.127928
2846,P1:5989,27+28+31+95-127-RA+,CD4,-0.0,0.32024
2847,P7 Mono:4920,11c+16+123+274-DR+,Monocytes,-0.0,0.0115201
2848,P2:430,25-38+39+73+127+DR-PD1-RO+,CD8,-0.0,0.875824
2849,P2:9604,25+38+39+127+DR-PD1-,CD8,0.0,0.699364
2850,P2:21839,25-38-73+127-DR+PD1+RO-,DPT,0.0,0.1135
2851,P2:21778,25+38+73+127+PD1+RO-,DPT,0.0,0.128008
2852,P1:24665,27-28+31-95-127+244-RA+,DPT,0.0,0.0364893
2853,P1:2004,27+28+57+95-RA-,CD4,0.0,0.776124
2854,P1:6482,27-28+31-57+95-127+RA+,CD4,0.0,0.222929
2855,P1:10736,27-28+31+127+,CD8,0.0,0.891192
2856,P2:23005,38+39-127-,DPT,-0.0,0.786419
2857,P3:7774,161+R6-R10+,CD8/Naive,-0.0,0.922907
2858,P1:20506,27+28-31+127+244-RA-,DPT,0.0,0.637452
2859,P2:9766,25+38+39+PD1-,CD8,-0.0,0.516656
2860,P4:71,2+314+334-337-158a+158b+R7-,56+16-,0.0,0.813037
2861,P2:13587,25+39+73-127+DR+PD1+RO+,CD8,-0.0,0.0777736
2862,P2:4900,38+39-PD1+,CD4,-0.0,0.506264
2863,P2:21134,38+127-DR+RO-,DPT,-0.0,0.0746382
2864,P1:9613,27+28+31-57+95+127-244-,CD8,-0.0,0.39511
2865,P6:296,20+24+,B cells/CD10-/CD95+/IgG+,-0.0,0.653522
2866,P2:1661,25+38+127+DR+PD1-RO-,CD4,-0.0,0.0597625
2867,P2:13526,38-DR+PD1+RO+,CD8,0.0,0.693029
2868,P3:1866,R10+XR3+,CD4/Memory,0.0,0.095615
2869,P4:5529,314-,56+16-,0.0,0.176903
2870,P1:22004,27+31-57-95-127-244-,DPT,-0.0,0.176236
2871,P1:13185,31-57-95-244+RA+,CD8,-0.0,0.598481
2872,P1:21516,27+28+95+127-244+RA-,DPT,-0.0,0.120204
2873,P1:4015,95+127-,CD4,-0.0,0.714886
2874,P2:6400,25+39-73+127+RO+,CD4,0.0,0.181127
2875,P3:8400,161-PD1+R4+R6-XR5+,CD8/Naive,-0.0,0.327547
2876,P7 Mono:1612,11c-16+123+141+DR-,Monocytes,-0.0,0.453794
2877,P2:8300,25+38+39-73+127-RO-,CD8,-0.0,0.117773
2878,P2:20922,25+38-39+73+127-RO-,DPT,0.0,0.689012
2879,P4:5552,CD2-314+334-337+,56+16-,-0.0,0.537049
2880,P4:4183,CD2+314+334+R7+,16+56,0.0,0.635569
2881,P1:20315,27+28-31-57-95+244-RA-,DPT,-0.0,0.0302766
2882,P5 gd:364,8-27+28-R5+R7-,CD3 T/VD1,-0.0,0.941046
2883,P1:347,27+28-31+57-95-127+244-RA+,CD4,0.0,0.897769
2884,P1:7993,27+31+57+95+127+244-RA-,CD8,-0.0,0.0760216
2885,P2:22596,25-39-DR+PD1-,DPT,-0.0,0.798557
2886,P5 gd:811,27+28+RA-R5+R7+,CD3 T/VD1,0.0,0.85672
2887,P1:3060,31+95+127+244+RA-,CD4,-0.0,0.87312
2888,P4:3570,CD2+314-334-337+158a+,16+56,0.0,0.746046
2889,P4:96,2+314+334+337-158a+158b-R7+,16+56-,0.0,0.350196
2890,P3:5907,161+PD1+XR3+,CD8/Memory,0.0,0.0862088
2891,P7 Mono:4714,11c-16-32-64-123-274-DR+,Monocytes,-0.0,0.0862431
2892,P2:24123,25-38-39+73-127+DR+PD1+,DPT,0.0,0.946344
2893,P2:21062,38+39+127+RO-,DPT,-0.0,0.86946
2894,P5 gd:80,8-27+28+RA-R5+R7+,Vg9+/Vd2Low,-0.0,0.459911
2895,P2:13231,25+39+127-PD1+RO+,CD8,-0.0,0.208377
2896,P7 Mono:6215,11c+16+32+64-274+DR+,Monocytes,0.0,0.401026
2897,P2:24691,25-38-73+127-DR+PD1-RO+,DPT,-0.0,0.630335
2898,MFI:432,CD3 BV785,Lymphs/CD3 T/Vg9+/Vd2Low/R7,-0.0,0.667345
2899,P4:4844,334+R7-,56+16-,-0.0,0.0972815
2900,P2:22913,25+39+73-127+DR-,DPT,-0.0,0.453989
2901,P5 gd:1956,8-27+28-RA+R5+,Vg9+/Vd2Low,0.0,0.847428
2902,P2:7234,25+39+DR+PD1+RO+,CD4,0.0,0.110656
2903,P1:24841,57+95+127+244-RA+,DPT,-0.0,0.567435
2904,P1:24771,27-57+127+244-RA+,DPT,-0.0,0.952976
2905,P2:25153,25+39-73+127-RO+,DPT,-0.0,0.947634
2906,P5 gd:1854,8-,Vg9+/Vd2Low,-0.0,0.0617413
2907,P1:2907,27-28+95-127+244+RA-,CD4,0.0,0.193881
2908,P7 Mono:6411,16-32+64+123-141+274+DR+,Monocytes,0.0,0.766437
2909,P3:3090,PD1+R4+R6+R10-XR3+XR5-,CD4/Naive,0.0,0.666013
2910,P1:20780,57-95+127-RA-,DPT,-0.0,0.0160221
2911,P1:6674,57-95-127-244+RA+,CD4,0.0,0.653748
2912,P1:6215,27-28-95-RA+,CD4,0.0,0.456002
2913,P1:900,27+28+31-57+95-127+244-RA-,CD4,-0.0,0.931255
2914,P7 Mono:970,11c-32+123-141-DR-,Monocytes,-0.0,0.710254
2915,P1:22230,27-28+57+95+127-244-,DPT,-0.0,0.197066
2916,P1:7841,27-28+57+95-127+244-RA-,CD8,0.0,0.361852
2917,P1:4819,28+31-95-244+,CD4,-0.0,0.968517
2918,P1:986,27+28+31+57+95-127-244+RA-,CD4,-0.0,0.727863
2919,P5 gd:2033,8+RA+R5-R7+,Vg9+/Vd2Low,-0.0,0.89594
2920,P2:2091,25+39+73+RO-,CD4,-0.0,0.249556
2921,P3:7268,161+R4-R6+XR3+XR5-,CD8/Naive,0.0,0.868195
2922,P4:4048,314+334+337+158a+158b-R7+,16+56,-0.0,0.0651319
2923,P4:57,2+314+334+337-158a+158b+R7-,16+56-,-0.0,0.172649
2924,P7 Mono:2281,11c+16-123+141+274+DR-,Monocytes,-0.0,0.109472
2925,P2:702,25+38-39+73+127+DR-PD1-RO+,CD4,-0.0,0.900302
2926,P2:22934,25+38+127+DR-,DPT,-0.0,0.0448879
2927,P1:950,27-28+31-57+95-127+244+RA+,CD4,0.0,0.141622
2928,P4:3754,CD2-314+334+337+158b+,16+56,-0.0,0.214507
2929,P1:11544,31+95+127+244+,CD8,-0.0,0.648414
2930,P3:6609,161+PD1-R6+XR3+XR5+,CD8/Memory,0.0,0.180183
2931,P2:25547,25-39+127+DR+RO+,DPT,-0.0,0.0759068
2932,P5 gd:1345,8+R5-R7+,Vg9+/Vd2Hi,-0.0,0.495082
2933,P3:7974,PD1+R4+XR3+,CD8/Naive,-0.0,0.526294
2934,P2:9316,38-39+73+DR+PD1+RO-,CD8,-0.0,0.0700975
2935,P2:13532,38+DR+PD1+RO+,CD8,-0.0,0.487333
2936,,,,0.0,
2937,P6 earlyB:171,27-5+38+,IgA-IgG-,-0.0,0.435615
2938,P1:12842,28+31-127+RA+,CD8,0.0,0.4639
2939,P7 Mono:5405,11c-32+64+123+141-DR+,Monocytes,0.0,0.470105
2940,P7 Mono:4230,11c-16+32+123+274+,Monocytes,0.0,0.911957
2941,P4:3224,314+334-158b-,16+56,0.0,0.228873
2942,P1:25299,28+95+RA+,DPT,-0.0,0.330759
2943,P1:4414,28+31-127+,CD4,-0.0,0.545027
2944,P2:22431,25-38-39-127+PD1-,DPT,0.0,0.157887
2945,P7 Mono:5358,16-32-123+141-DR+,Monocytes,-0.0,0.0265449
2946,P3:8678,161-R4+R6+XR3+XR5+,CD8/Naive,-0.0,0.630005
2947,P4:937,CD2-314+334-158b+R7-,16+56-,-0.0,0.228863
2948,P2:24949,25+38+73-DR-RO+,DPT,-0.0,0.00378968
2949,P1:20024,28-31+57-127-244-RA-,DPT,-0.0,0.446716
2950,P7 Mono:718,11c+16-64-123-141+274-DR-,Monocytes,-0.0,0.0300679
2951,P2:13252,25+38+73+127-PD1+RO+,CD8,-0.0,0.166209
2952,P4:900,CD2-334+337+158a-158b+R7-,16+56-,0.0,0.589066
2953,P1:21828,27-31+95-127+244+RA-,DPT,0.0,0.72922
