,feature_name,marker_definition,parent_population,en_betas,p_1
17959,P1:2336,28+31+57+127+RA-,CD4,-0.0,0.163292
17960,P2:2321,38-73+DR+RO-,CD4,-0.0,0.35112
17961,P2:23008,38-127-,DPT,0.0,0.575161
17962,P3:3543,161-PD1-R6+R10-,CD4/Naive,0.0,0.473021
17963,P1:560,27-28+31+57-95-127+244-RA-,DPT,0.0,0.122921
17964,P1:11983,28+31-95+244-RA+,CD8,-0.0,0.0391066
17965,P1:12954,27+28-57+95+127+RA+,CD8,0.0,0.886752
17966,P4:2866,334+158a+R7-,16+56,-0.0,0.153508
17967,P1:13012,27+31+95-127-244+RA+,CD8,-0.0,0.290096
17968,P4:5533,CD2+,56+16-,0.0,0.117806
17969,P3:4311,161+PD1+R4+XR5+,CD4/Naive,-0.0,0.39344
17970,P2:9771,39-73+PD1-,CD8,0.0,0.0726257
17971,P5 gd:636,27+RA+R5+,CD3 T/VD1,0.0,0.633728
17972,P1:6921,27-28-31+95-244+RA+,CD4,0.0,0.433942
17973,P1:20515,27+28-31-57+127+244-RA-,DPT,0.0,0.171898
17974,P1:10203,31-57-127-,CD8,-0.0,0.963168
17975,P1:6585,28-31-57-95+127+RA+,CD4,0.0,0.789936
17976,P3:1684,161+PD1-R4+R6-R10-XR3+,CD4/Memory,0.0,0.0784662
17977,P2:25565,25-73+127+DR+RO+,DPT,-0.0,0.121983
17978,P1:22097,27+28+57-127-244-,DPT,-0.0,0.0110156
17979,P2:3168,25-39-73-DR-PD1-,CD4,-0.0,0.634074
17980,P7 Mono:1345,11c-16-32+64-123+DR-,Monocytes,-0.0,0.402163
17981,P3:5212,161+PD1+R4-R6+XR3+XR5-,CD8/Memory,0.0,0.282718
17982,P3:4720,161-PD1+R4+R6-XR3-XR5-,CD8/Memory,0.0,0.816765
17983,P7 Mono:3704,11c+16-64-123+141+,Monocytes,-0.0,0.0528783
17984,P1:8087,27+28-57-127-RA-,CD8,-0.0,0.796728
17985,P2:3510,25-39+73-127+PD1-,CD4,-0.0,0.236418
17986,P4:5134,CD2-158a+158b+R7-,56+16-,-0.0,0.0510447
17987,P1:11601,27-28+31-95-127-244-RA+,CD8,0.0,0.505542
17988,P5 gd:2144,8+27-28-R5+R7+,Vg9+/Vd2Low,0.0,0.254528
17989,P2:7880,39-DR+PD1-RO-,CD8,0.0,0.177925
17990,P2:4755,25-38+39+127+DR-PD1+,CD4,-0.0,0.166079
17991,P2:9796,25+38-39-73-127+PD1-,CD8,-0.0,0.0598131
17992,P3:477,161+PD1+R4-R6-R10+XR3+XR5+,CD4/Memory,0.0,0.667268
17993,P1:22275,27-28+31-95-244-,DPT,0.0,0.0821748
17994,P1:10795,27+28-31-95+127+,CD8,-0.0,0.196446
17995,P1:25275,28-31+57-95+RA+,DPT,-0.0,0.320178
17996,P2:4346,25+38-39+127-DR+,CD4,0.0,0.517842
17997,P2:22223,25+38+39-73+127+DR-PD1-,DPT,-0.0,0.525123
17998,P2:8437,38-127+RO-,CD8,0.0,0.365981
17999,P1:24584,28+31+57-95+244-RA+,DPT,-0.0,0.0238705
18000,P4:5799,314-337+158b+,56+16-,-0.0,0.973809
18001,MFI:635,CD4 QD605,Lymphs/T cells/DPT/25,0.0,0.616452
18002,P4:304,2-314-334+337+158a-158b+R7+,16+56,0.0,
18003,P4:3318,CD2+314-334+158a+158b-,16+56,-0.0,0.191142
18004,P2:11361,38-39-127-DR+PD1+,CD8,0.0,0.644625
18005,P1:1330,57-244-RA-,CD4,0.0,0.992661
18006,P1:5666,31+57-95+244-RA+,CD4,-0.0,0.29652
18007,P3:6255,PD1-R4+R6-R10-XR5+,CD8/Memory,0.0,0.83149
18008,P7 Mono:5107,16+32-64-123+141+274-DR+,Monocytes,-0.0,0.116859
18009,P1:6166,27+57+95+127-RA+,CD4,-0.0,0.373871
18010,P1:21038,28-31-95+RA-,DPT,0.0,0.227009
18011,P2:25573,25+38-39+73+127+DR+RO+,DPT,-0.0,0.444998
18012,P2:25844,25+38+39+127-PD1+RO+,DPT,-0.0,0.607602
18013,P2:21562,25+38+73-127-PD1+RO-,DPT,0.0,0.92423
18014,P1:7865,28+57-127+244-RA-,CD8,-0.0,0.201782
18015,P4:4881,CD2+334-337-158a+R7-,56+16-,0.0,0.0915284
18016,P3:1369,161+PD1-R4-R10+XR3-,CD4/Memory,-0.0,0.355851
18017,P1:856,27+28+31-57+95-127+244+RA-,DPT,-0.0,0.825208
18018,P5 gd:2112,27+RA+R7+,Vg9+/Vd2Low,-0.0,0.874349
18019,P3:3754,R4-R10-XR3+,CD4/Naive,0.0,0.494774
18020,P4:3156,CD2+314-334+158a-158b-,16+56,-0.0,0.234071
18021,P1:26053,27-28-31-95-127+244+RA+,DPT,0.0,0.513893
18022,P1:22693,28-31+95+127+244-,DPT,-0.0,0.243736
18023,P2:20874,25+38+39+73-127-RO-,DPT,-0.0,0.649402
18024,P7 Mono:2436,11c-141-274-,Monocytes,-0.0,0.278602
18025,P1:6230,27-28+31+95-RA+,CD4,0.0,0.115446
18026,P1:12507,27+31+57-95-RA+,CD8,0.0,0.101834
18027,P1:20014,27-28-57-127-244-RA-,DPT,-0.0,0.545333
18028,P1:7006,31+244+RA+,CD4,-0.0,0.793875
18029,P1:20071,27-57+127-244-RA-,DPT,-0.0,0.621755
18030,P7 Mono:6165,11c-32-64+123-274+DR+,Monocytes,0.0,0.365225
18031,P3:7956,PD1+R4-XR3+,CD8/Naive,-0.0,0.50595
18032,P3:4600,161-PD1+R10+XR3+XR5+,CD4/Naive,0.0,0.504391
18033,P1:13093,31-57+127-244+RA+,CD8,0.0,0.417401
18034,P3:7771,161+PD1-R6-R10+,CD8/Naive,0.0,0.715897
18035,P2:12230,25-73+127+DR+PD1-RO+,CD8,-0.0,0.572288
18036,P2:12327,25+39-73-DR-RO+,CD8,-0.0,0.118791
18037,P1:26031,27-28+31+57+95+244+RA+,DPT,-0.0,0.921636
18038,P2:13166,38+39-73+127+DR-PD1+RO+,CD8,-0.0,0.959948
18039,P5 gd:567,27-28-RA-R5+,CD3 T/VD1,0.0,0.965399
18040,P2:21070,25-38+39-73+127+RO-,DPT,0.0,0.152452
18041,P2:5992,25+38-39-73+127-DR-RO+,CD4,0.0,0.603447
18042,P2:4510,39+127+DR+,CD4,-0.0,0.948915
18043,P2:2099,39-73-127+RO-,CD4,-0.0,0.788526
18044,P2:25476,39-73+DR+RO+,DPT,-0.0,0.467694
18045,P1:580,27-28+31+57+95+127+244-RA+,CD4,0.0,0.372292
18046,P5 gd:816,28-R5+R7+,CD3 T/VD1,-0.0,0.832261
18047,P1:6404,27-28-57+95+RA+,CD4,0.0,0.0193364
18048,P2:4754,25+39+127+DR-PD1+,CD4,-0.0,0.638804
18049,P3:8523,161-R6+R10+XR5+,CD8/Naive,-0.0,0.178946
18050,P4:6389,314-334+158a-158b+R7+,56+16-,-0.0,0.818564
18051,P7:204,*,mDC/1c-/16+,-0.0,0.10024
18052,P1:4440,27-28+31-57+127+,CD4,-0.0,0.885223
18053,P1:2894,27+28-31-95-127+244+RA-,CD4,0.0,0.221668
18054,P2:7237,25+38+39+DR+PD1+RO+,CD4,0.0,0.200847
18055,P1:20092,28-57-95+127-244-RA-,DPT,0.0,0.955195
18056,P2:13405,25+38+39-73+127+PD1+RO+,CD8,-0.0,0.816803
18057,P1:10825,27+31-57+95+127+,CD8,0.0,0.890856
18058,P7 Mono:1006,11c-32-64-141-DR-,Monocytes,-0.0,0.337013
18059,P3:4563,161-PD1+R4+R6+XR3+XR5+,CD4/Naive,0.0,0.0146096
18060,P1:11136,28-31+95-244+,CD8,-0.0,0.116939
18061,P2:23862,25-38-39-73-127+PD1+,DPT,0.0,0.400111
18062,P7 Mono:510,11c-16+123-274-DR-,Monocytes,-0.0,0.249527
18063,P2:3419,25+38-73-PD1-,CD4,-0.0,0.568976
18064,P4:3508,CD2-334+337+,16+56,-0.0,0.226317
18065,P1:12395,28-31+57+127-RA+,CD8,-0.0,0.694878
18066,P4:3406,CD2-314-334-337+158a-,16+56,0.0,0.600089
18067,P2:4604,25+38+39-73+127-DR-PD1+,CD4,0.0,0.289681
18068,P3:3545,161+PD1-R6+R10-,CD4/Naive,0.0,0.657658
18069,P4:3624,CD2+314-334-158a-158b+,16+56,-0.0,0.213151
18070,P3:5768,R6+R10+,CD8/Memory,0.0,0.63905
18071,P3:844,161-XR5-,CD4/Memory,-0.0,0.825256
18072,P2:21621,39+73+127-PD1+RO-,DPT,0.0,0.75867
18073,P2:25958,25+39-73-127+PD1+RO+,DPT,0.0,0.928928
18074,P1:11260,27+28+31-57-95+244+,CD8,-0.0,0.548549
18075,P2:1063,38-39+127-DR-PD1-RO-,CD4,-0.0,0.897829
18076,P5 gd:1358,27-28-RA+R5-R7+,Vg9+/Vd2Hi,0.0,0.671609
18077,P7 Mono:1669,16+32+64-123-141-274+DR-,Monocytes,0.0,0.122639
18078,P2:22962,25-38-39+73+127+DR-,DPT,-0.0,0.680782
18079,P4:2560,CD2-314+334+158b-R7-,16+56,-0.0,0.409846
18080,P1:23848,57+244+,DPT,0.0,0.00911475
18081,P2:3927,25-38+39-DR-,CD4,0.0,0.390453
18082,P7 Mono:6514,11c+32+64-123+141+274+DR+,Monocytes,0.0,0.819625
18083,P1:10469,27-28-31-,CD8,0.0,0.579688
18084,P1:3910,28+57-127-,CD4,-0.0,0.37158
18085,P2:8329,38-73-RO-,CD8,-0.0,0.543251
18086,P1:3882,27-28+57+95-127-,CD4,-0.0,0.541144
18087,P3:3881,161+R4+R6+XR3+,CD4/Naive,0.0,0.616669
18088,P5 CD8:183,28+RA-R5-R7+,CD8,-0.0,0.177372
18089,P7 Mono:3232,16+32+64-123+141-,Monocytes,0.0,0.323636
18090,P2:26066,127-DR+PD1+RO+,DPT,-0.0,0.256835
18091,P2:8346,25-38-39-RO-,CD8,0.0,0.134791
18092,P2:22213,38+39+127+DR-PD1-,DPT,0.0,0.67888
18093,P5 gd:1607,27-28+RA-R7-,Vg9+/Vd2Low,-0.0,0.682297
18094,P1:7436,27+127-244-RA-,CD8,-0.0,0.0606742
18095,P2:21799,25-38+73-127-DR+PD1+RO-,DPT,-0.0,0.208442
18096,P1:25160,27-57+95-RA+,DPT,0.0,0.268749
18097,P3:8351,161+PD1-R4-R6+R10-XR5+,CD8/Naive,0.0,0.00057759
18098,P3:1288,161+PD1-R4-XR3-,CD4/Memory,-0.0,0.0944731
18099,P3:4835,PD1+R6+R10+XR3-XR5-,CD8/Memory,-0.0,0.0632661
18100,P1:10783,27+28+57-95+127+,CD8,-0.0,0.0211888
18101,P7 Mono:702,11c-16-32+64+123+274-DR-,Monocytes,-0.0,0.437551
18102,P2:1839,25+73+DR-RO-,CD4,-0.0,0.345469
18103,P2:23672,25+38+39+127+DR-PD1+,DPT,-0.0,0.694242
18104,P3:8225,R4+R6+XR3-XR5+,CD8/Naive,-0.0,0.599653
18105,P2:6690,25-38+39-127-DR-PD1+RO+,CD4,-0.0,0.998928
18106,P2:3623,25+38+39+127-DR+PD1-,CD4,-0.0,0.735712
18107,P5 gd:1349,8-27-28+R5-R7+,Vg9+/Vd2Hi,-0.0,0.0016552
18108,P1:11739,27+31+57-95+127-244-RA+,CD8,-0.0,0.27559
18109,P1:10202,27-31-57-127-,CD8,0.0,0.883258
18110,P3:5026,R4+R6-R10+XR5-,CD8/Memory,-0.0,0.487247
18111,P1:12427,27-28+31+57-95+127-RA+,CD8,-0.0,0.6926
18112,P1:25307,27-28+31+95+RA+,DPT,-0.0,0.864636
18113,P3:2889,PD1+R4+R6-XR5-,CD4/Naive,0.0,0.985061
18114,P1:13414,27+28+57+95+244+RA+,CD8,-0.0,0.218622
18115,P3:2,161-PD1+R4-R6-R10-XR3-XR5-,CD4/Memory,-0.0,0.653359
18116,P3:5671,161-PD1+R4+,CD8/Memory,0.0,0.211749
18117,P1:12229,27+28-57+95+127+244-RA+,CD8,-0.0,0.235936
18118,P5 gd:1980,8+28-RA-R5-R7+,Vg9+/Vd2Low,-0.0,0.252114
18119,P7 Mono:111,11c+16-32+64+123+141-274-DR+,Monocytes,-0.0,0.470535
18120,P2:4576,38+39-127-DR-PD1+,CD4,0.0,0.933176
18121,P3:2531,161+R4-R10+XR3+XR5+,CD4/Memory,0.0,0.541594
18122,P1:6152,27-28-31-57+95+127-RA+,CD4,0.0,0.0368048
18123,P1:2788,27+31+57+244+RA-,CD4,-0.0,0.380131
18124,P1:6517,27+57-127+RA+,CD4,-0.0,0.72617
18125,P1:4795,28-57-95-244+,CD4,0.0,0.292891
18126,P3:630,PD1+R4+XR3-XR5-,CD4/Memory,0.0,0.0926909
18127,P1:4360,28+31-57+95-127+,CD4,0.0,0.696955
18128,P4:2786,CD2+334+R7-,16+56,0.0,0.400394
18129,P7 Mono:3311,11c+32+64-123-,Monocytes,0.0,0.226609
18130,P2:20172,25-39+73-127-PD1-RO-,DPT,0.0,0.675449
18131,P1:3071,28-57+95+127+244+RA-,CD4,0.0,0.111534
18132,P2:21950,39+73-127+DR+PD1+RO-,DPT,0.0,0.685901
18133,P2:6292,25+39-RO+,CD4,0.0,0.417301
18134,P4:5283,314+334-158b-,56+16-,0.0,0.300684
18135,P1:1006,27+28+31-57+95-127+244+RA-,CD8,-0.0,0.825208
18136,P1:13614,28+31+95+127+244+RA+,CD8,-0.0,0.115874
18137,P2:1372,38-39-73+PD1-RO-,CD4,0.0,0.690078
18138,P4:5945,334-337+158a-158b-R7+,56+16-,0.0,0.0670695
18139,P2:20382,25-38+73+127+PD1-RO-,DPT,0.0,0.0945535
18140,P3:3047,161+PD1-R4-R10-XR3+XR5-,CD4/Naive,0.0,0.36288
18141,P1:3098,27+57-95-127-244-,CD4,-0.0,0.431916
18142,P5 gd:1075,8-27+28-RA-R5-,Vg9+/Vd2Hi,-0.0,0.516805
18143,P1:22131,27-28+31+127-244-,DPT,-0.0,0.0292927
18144,P1:11283,31-95+244+,CD8,0.0,0.541634
18145,P2:3669,25-38-39+73-DR+PD1-,CD4,0.0,0.192332
18146,P2:12993,39-127-DR-PD1+RO+,CD8,0.0,0.882701
18147,P4:6102,CD2+314+337+158a+158b-R7+,56+16-,-0.0,0.575902
18148,P1:9162,27+28-57+95+244+RA-,CD8,-0.0,0.622095
18149,P3:3517,PD1-R10-,CD4/Naive,-0.0,0.332621
18150,P2:25217,25-38+RO+,DPT,-0.0,0.609318
18151,P1:2379,27+95+127+RA-,CD4,0.0,0.674873
18152,P4:5083,314+334-337+158b+R7-,56+16-,-0.0,0.382848
18153,P5 gd:1120,8-27+28+R5-,Vg9+/Vd2Hi,-0.0,0.530701
18154,P2:13425,25-39-73-127-DR+PD1+RO+,CD8,0.0,0.847834
18155,P4:6241,314+334+R7+,56+16-,0.0,0.0209406
18156,P1:26183,27+31-57-95+127+244+RA+,DPT,-0.0,0.336734
18157,P6:21,20+24-27-38-,B cells/CD10-/CD95+/IgA,0.0,0.233145
18158,P2:25090,25+39+73+127+DR-RO+,DPT,-0.0,0.23587
18159,P2:13101,25-73+DR-PD1+RO+,CD8,0.0,0.535721
18160,MFI:681,CD45RO FITC,Lymphs/T cells/DPT/RO,-0.0,0.920446
18161,P2:21430,39-DR-PD1+RO-,DPT,-0.0,0.926461
18162,P2:24315,38-73+DR-PD1-RO+,DPT,-0.0,0.267856
18163,P3:2183,161+PD1-R6+R10-XR5+,CD4/Memory,0.0,0.899393
18164,P7 Mono:1513,11c-16+32+64-141+DR-,Monocytes,0.0,0.653432
18165,P1:6130,27+31-95+127-RA+,CD4,-0.0,0.0758487
18166,P2:21808,38-39-127-DR+PD1+RO-,DPT,0.0,0.00343622
18167,P4:3787,CD2-334-158a+158b+,16+56,-0.0,0.00581666
18168,P3:8150,PD1-R4-R6-XR3-XR5+,CD8/Naive,-0.0,0.518959
18169,P1:1768,27-28+31+57+95-127-RA-,CD4,0.0,0.201285
18170,P1:10140,31+57-95-127-,CD8,-0.0,0.543161
18171,P3:3396,161-PD1+R4+R6+XR3-,CD4/Naive,-0.0,0.603881
18172,P4:4634,CD2-337+158b-R7-,56+16-,-0.0,0.446693
18173,P2:24751,38-39+DR+PD1-RO+,DPT,-0.0,0.184447
18174,P1:10893,28-31+95-127-244+,CD8,-0.0,0.0864546
18175,P3:2200,PD1-R4-R6-XR5+,CD4/Memory,0.0,0.845662
18176,P1:9627,31+57+95+127-244-,CD8,-0.0,0.0606493
18177,P2:24000,25-39-73+127-DR+PD1+,DPT,0.0,0.431531
18178,P1:24843,27-28+57+95+127+244-RA+,DPT,-0.0,0.691312
18179,P2:22189,38-39-127+DR-PD1-,DPT,-0.0,0.815273
18180,P2:21636,38-73-PD1+RO-,DPT,-0.0,0.875856
18181,P1:10413,28+31+95-,CD8,0.0,0.101282
18182,P3:5082,161-PD1+R4+R6+R10+XR5-,CD8/Memory,0.0,0.192219
18183,P2:1424,25+38+39+73-127+PD1-RO-,CD4,-0.0,0.162446
18184,P3:3003,R4-R6+R10+XR5-,CD4/Naive,0.0,0.388024
18185,MFI:13,HLA-DR Ax680,Lin-DR+/14-/11c+ (nodim)/1c-/16-/CD64,-0.0,0.373599
18186,P2:10427,25-73+127-,CD8,0.0,0.49316
18187,P1:7337,27+28-57-95-127-244-RA-,CD8,0.0,0.810568
18188,P5 gd:1176,8+27+28+RA-,Vg9+/Vd2Hi,0.0,0.593981
18189,P1:8601,27-127+RA-,CD8,-0.0,0.77655
18190,P1:7935,27-28-57-95+127+244-RA-,CD8,0.0,0.687891
18191,P1:22713,27-57+95+127+244-,DPT,-0.0,0.82053
18192,P1:489,27+28-31-57+95+127+244+RA+,CD8,0.0,0.544896
18193,P3:8455,PD1+R4+R6+XR5+,CD8/Naive,-0.0,0.232745
18194,P2:22721,25+38-39+73+127+DR+PD1-,DPT,0.0,0.817995
18195,P2:10384,25+39+73-127-,CD8,-0.0,0.155858
18196,P1:20835,27+57+95+127-RA-,DPT,0.0,0.237102
18197,P3:6802,161+PD1-R4+XR3-XR5-,CD8/Naive,-0.0,0.230546
18198,P1:24616,27-31-57+95+244-RA+,DPT,0.0,0.588624
18199,P3:3004,161+R4-R6+R10+XR5-,CD4/Naive,-0.0,0.863254
18200,P1:4453,28-31+57+127+,CD4,0.0,0.0574197
18201,P1:21495,27-31+57-95+127-244+RA-,DPT,0.0,0.588068
18202,P1:3013,27-31+57+127+244+RA-,CD4,0.0,0.439218
18203,P1:7098,27-28+31-57+95+244+RA+,CD4,0.0,0.0737436
18204,P7 Mono:2395,16+32+64+123-141-274-,Monocytes,0.0,0.653972
18205,P2:22252,38-73-127-PD1-,DPT,0.0,0.387567
18206,P3:3715,PD1-R4+R6+R10+,CD4/Naive,0.0,0.249635
18207,P3:4719,161+R4+R6-XR3-XR5-,CD8/Memory,0.0,0.903411
18208,P2:1283,25+38-39+127-PD1-RO-,CD4,-0.0,0.393403
18209,P2:20263,39-PD1-RO-,DPT,0.0,0.145752
18210,P2:12972,39-73-127-DR-PD1+RO+,CD8,0.0,0.939216
18211,P2:11072,25-38-73+127+DR-PD1+,CD8,0.0,0.70558
18212,P5 gd:436,8+28-R5-,CD3 T/VD1,-0.0,0.355801
18213,P1:9757,27+28+244-,CD8,0.0,0.450864
18214,P2:1803,25+39-DR-RO-,CD4,-0.0,0.452737
18215,P2:21514,25-38+127+DR-PD1+RO-,DPT,0.0,0.826998
18216,P1:20055,27+31+127-244-RA-,DPT,-0.0,0.00541159
18217,P4:6152,CD2+314+158a-R7+,56+16-,0.0,0.0127996
18218,P3:5632,161-R6-,CD8/Memory,0.0,0.952492
18219,P3:5271,161-R4+R10+XR3+XR5-,CD8/Memory,0.0,0.0712769
18220,P1:585,27-28+31-57+95+127-244-RA+,CD4,0.0,0.972049
18221,P7 Mono:1301,16-32-64+DR-,Monocytes,-0.0,0.264827
18222,P2:13530,25+DR+PD1+RO+,CD8,-0.0,0.374087
18223,P1:9762,31+244-,CD8,0.0,0.331532
18224,P7 Mono:5093,11c+16+64+141+274-DR+,Monocytes,-0.0,0.176871
18225,P1:9581,27-31-95+127-244-,CD8,-0.0,0.49113
18226,P7 Mono:5992,11c-32-141-274+DR+,Monocytes,0.0,0.40408
18227,P2:4651,38-39-DR-PD1+,CD4,0.0,0.559746
18228,P5 gd:1927,28-R5+,Vg9+/Vd2Low,0.0,0.0424909
18229,P1:7534,28+57+95+127-244-RA-,CD8,-0.0,0.00760483
18230,P1:20960,31-RA-,DPT,-0.0,0.355166
18231,P1:10762,27+31+57+127+,CD8,-0.0,0.300001
18232,P1:1205,27-28+95+127-244-RA-,CD4,-0.0,0.704199
18233,P3:2790,PD1+R4-R6-R10-XR5-,CD4/Naive,0.0,0.719673
18234,P7 Mono:4507,16+32-64-123-141-274-DR+,Monocytes,-0.0,0.163943
18235,P2:24262,25+38-73-DR-PD1-RO+,DPT,-0.0,0.126582
18236,P2:5782,25-38+73+127-DR+PD1-RO+,CD4,0.0,0.233519
18237,P1:11753,27-95+127-244-RA+,CD8,-0.0,0.30644
18238,P5 gd:2137,27-28+RA-R5+R7+,Vg9+/Vd2Low,-0.0,0.630211
18239,P7 Mono:4549,16-32-64+123-141-274-DR+,Monocytes,-0.0,0.470808
18240,P2:6114,38+73-127+DR-RO+,CD4,-0.0,0.965795
18241,P2:11971,39+73-127+PD1-RO+,CD8,-0.0,0.322242
18242,P3:2643,161-PD1+R4-R6-XR3-XR5-,CD4/Naive,0.0,0.607511
18243,P3:6931,161-R4-R10-XR5-,CD8/Naive,-0.0,0.51782
18244,P1:22727,27+28+31+57+95+127+244-,DPT,-0.0,0.205046
18245,P4:4562,CD2+314+337+158a-158b-R7-,56+16-,-0.0,0.00436079
18246,P3:7023,161+XR5-,CD8/Naive,-0.0,0.76489
18247,P1:9716,27-31-57-244-,CD8,-0.0,0.461931
18248,P2:12957,25+73+127+DR+RO+,CD8,0.0,0.735284
18249,P2:6781,25-38+39+DR-PD1+RO+,CD4,-0.0,0.734441
18250,P3:8285,R6+R10+XR3-XR5+,CD8/Naive,-0.0,0.449109
18251,P2:3057,38-39+127+DR+PD1+RO-,CD4,-0.0,0.828705
18252,P1:24777,27-28-31+57+127+244-RA+,DPT,0.0,0.259741
18253,P1:25248,28-31+57+RA+,DPT,0.0,0.44639
18254,P3:2503,161+R4+R6+XR3+XR5+,CD4/Memory,-0.0,0.861888
18255,P3:6811,161+PD1-R4-R6+XR3-XR5-,CD8/Naive,-0.0,0.253339
18256,P2:26102,25-39-73-DR+PD1+RO+,DPT,-0.0,0.340647
18257,P1:23757,27-31-57+95-244+,DPT,0.0,0.067497
18258,P3:939,161+PD1+R4+R10+XR5-,CD4/Memory,0.0,0.526753
18259,P5 gd:1787,8+27+28+R5-,Vg9+/Vd2Low,-0.0,0.0939679
18260,P1:21280,27-28-31-95+127+RA-,DPT,0.0,0.312898
18261,P1:5574,27+28-57-244-RA+,CD4,-0.0,0.3604
18262,P2:2529,25-38-39+DR-PD1+RO-,CD4,-0.0,0.109113
18263,P3:5811,161+PD1-R4-R10-XR3+,CD8/Memory,0.0,0.0940063
18264,P4:5124,CD2+314-334-158a+158b+R7-,56+16-,-0.0,0.597274
18265,P2:25818,25-38-39-127-PD1+RO+,DPT,0.0,0.357149
18266,P2:10190,25-38-39+73+127-DR-,CD8,-0.0,0.194387
18267,P3:7855,161+R6-R10-XR3+,CD8/Naive,-0.0,0.958601
18268,P1:9413,27-28+31+57-95-127-244-,CD8,0.0,0.551631
18269,P1:25953,27-28-31-57-95+244+RA+,DPT,0.0,0.316842
18270,P1:5814,27-28+31+57-127+244-RA+,CD4,0.0,0.139559
18271,P2:9864,38+73+127+PD1-,CD8,0.0,0.0171028
18272,P1:25018,27+31-57-95+127-RA+,DPT,0.0,0.460485
18273,P2:7911,25+38+39-73+DR+PD1-RO-,CD8,-0.0,0.74657
18274,P2:10646,25-38+127-DR+,CD8,-0.0,0.709269
18275,P4:5796,314+334-337+158b+,56+16-,-0.0,0.372648
18276,P2:11090,25-38-39-73-127-PD1+,CD8,-0.0,0.405436
18277,P4:248,2+314+334-337+158a+158b-R7-,16+56,0.0,0.0704218
18278,P2:22165,39-73-127+DR-PD1-,DPT,-0.0,0.305231
18279,P1:11400,57+95-127+244+,CD8,0.0,0.826988
18280,P3:5524,161-R6+R10+XR3-,CD8/Memory,-0.0,0.213145
18281,P2:4555,73-127-DR-PD1+,CD4,0.0,0.852241
18282,P4:5020,CD2+334+337+158a-158b+R7-,56+16-,-0.0,0.126623
18283,P1:8893,31-95+127-244+RA-,CD8,0.0,0.616892
18284,P2:4929,25-38-73+PD1+,CD4,0.0,0.35227
18285,P1:23562,27-28+31+57-127-244+,DPT,-0.0,0.87625
18286,P4:4158,314-334-R7+,16+56,-0.0,0.160395
18287,P3:1647,PD1-R6+R10+,CD4/Memory,0.0,0.383121
18288,P7 Mono:2594,11c+16+32-123-274-,Monocytes,0.0,0.831769
18289,P1:3197,27+31-127-244-,CD4,-0.0,0.266696
18290,P1:3561,27-28-31+57+95+244-,CD4,0.0,0.307221
18291,P1:26010,27-31-57+95+244+RA+,DPT,0.0,0.00272384
18292,P5 CD8:97,28+RA+R5+R7-,CD8,-0.0,0.889216
18293,P1:10082,27-28-31+95+127+244-,CD8,0.0,0.778487
18294,P1:8348,27+28-31-RA-,CD8,-0.0,0.818509
18295,P6:81,27+38-,CD10-/CD95+/IgA-IgG-/IgAGDM-,-0.0,0.19848
18296,P2:9068,38+39+PD1+RO-,CD8,-0.0,0.0187866
18297,P1:7901,28+31+127+244-RA-,CD8,-0.0,0.204162
18298,P3:7990,161+R6+XR3+,CD8/Naive,-0.0,0.210481
18299,P3:4779,R4-R6-R10+XR3-XR5-,CD8/Memory,-0.0,0.345135
18300,P1:5931,28-31+57+95+127+244-RA+,CD4,0.0,0.176542
18301,P2:1463,25+38-73+127+PD1-RO-,CD4,-0.0,0.298198
18302,P2:22613,25+38-39+DR+PD1-,DPT,-0.0,0.152026
18303,P4:3895,CD2-314+337+158a-158b-R7+,16+56,-0.0,0.856954
18304,P7 Mono:585,11c-16-274-DR-,Monocytes,-0.0,0.383583
18305,P1:6729,28+31+57+95-127-244+RA+,CD4,-0.0,0.195481
18306,P7 Mono:5141,16-32+123+141+274-DR+,Monocytes,-0.0,0.261697
18307,P2:25936,38-73+PD1+RO+,DPT,0.0,0.536581
18308,P4:3066,CD2-334-158a+158b+R7-,16+56,-0.0,0.00591845
18309,P3:7776,PD1+R6-R10+,CD8/Naive,-0.0,0.561728
18310,P1:21475,31+57+127-244+RA-,DPT,0.0,0.121747
18311,P3:6777,R4+R6-XR3-XR5-,CD8/Naive,-0.0,0.899609
18312,P7 Mono:4260,11c-16-32-64-123-141+274+,Monocytes,0.0,0.723169
18313,P2:12186,25+73-127+DR+PD1-RO+,CD8,-0.0,0.443693
18314,P3:5239,161-R6-R10+XR3+XR5-,CD8/Memory,0.0,0.0572564
18315,P3:1577,161-R4+R6+,CD4/Memory,0.0,0.778885
18316,P5 gd:300,8-27+R7-,CD3 T/VD1,0.0,0.0362972
18317,P2:11585,73-127-DR-PD1-RO+,CD8,-0.0,0.388093
18318,P2:22793,25+38-73+127-DR-,DPT,-0.0,0.0665922
18319,P1:914,27-28-31+57+95+127+244-RA-,CD8,-0.0,0.848589
18320,P1:11418,31-57-127+244+,CD8,-0.0,0.629947
18321,P7 Mono:3903,11c-32+141-274+,Monocytes,-0.0,0.276572
18322,P2:23430,25-38-39-73+127+DR+,DPT,-0.0,0.519887
18323,P3:1625,161-PD1+R10+,CD4/Memory,0.0,0.26651
18324,P1:6413,27-28-31+57+95+RA+,CD4,0.0,0.18084
18325,P2:20348,25+38+39-127+PD1-RO-,DPT,-0.0,0.103143
18326,P2:20535,39+73+DR+PD1-RO-,DPT,0.0,0.85911
